"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000112667",158.323056814126,-0.312443884347021,0.143302970764592,-2.18030291123749,0.0292350154202337,0.0511603851301491,"DNPH1","10591","2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"ENSG00000172830",353.222837816434,0.223276624357571,0.102438668087158,2.17961272366017,0.0292861808493149,0.0512436700292857,"SSH3","54961","slingshot protein phosphatase 3"
"ENSG00000115524",4752.2378191257,0.109576757967447,0.0503110632493674,2.17798533543861,0.0294071285402648,0.0514490216415686,"SF3B1","23451","splicing factor 3b subunit 1"
"ENSG00000008324",111.439883533863,0.375721033029604,0.172532417128358,2.17768370305785,0.0294295930351688,0.0514820436347104,"SS18L2","51188","SS18 like 2"
"ENSG00000100906",465.873244793438,-0.230570152539384,0.105894307311632,-2.17736116693081,0.0294536306968689,0.0515178092235391,"NFKBIA","4792","NFKB inhibitor alpha"
"ENSG00000179085",124.570275690873,0.357928060306818,0.164397949270286,2.17720514091298,0.0294652649134243,0.0515318736735875,"DPM3","54344","dolichyl-phosphate mannosyltransferase subunit 3, regulatory"
"ENSG00000277877",4.08180469995357,2.22016490341214,1.01989005894043,2.1768668926126,0.0294905002686989,0.0515694409702871,NA,NA,NA
"ENSG00000197406",4.50462433505108,2.03906391321758,0.936716797642578,2.1768200574061,0.0294939959213122,0.0515694409702871,"DIO3","1735","iodothyronine deiodinase 3"
"ENSG00000253368",2868.61778249008,0.116235476368782,0.053398077823356,2.17677266873343,0.029497533245887,0.0515694409702871,"TRNP1","388610","TMF1 regulated nuclear protein 1"
"ENSG00000171817",8.79763466319766,1.38291468840796,0.635437077723045,2.17632042084064,0.0295313096249289,0.0516221978706857,"ZNF540","163255","zinc finger protein 540"
"ENSG00000148672",2303.33716854254,-0.10700673603326,0.0491703445797495,-2.17624539644431,0.029536916078424,0.0516257054821058,"GLUD1","2746","glutamate dehydrogenase 1"
"ENSG00000197124",35.6620416086047,0.668357813994582,0.307142820826956,2.17604895401782,0.0295516002446035,0.0516436576490709,"ZNF682","91120","zinc finger protein 682"
"ENSG00000132530",4.63010762074265,-1.97862435483523,0.909304861245367,-2.17597468040074,0.0295571538688729,0.0516436576490709,"XAF1","54739","XIAP associated factor 1"
"ENSG00000168101",411.016522164562,-0.200945439971129,0.0923477993497375,-2.1759634922118,0.029557990515555,0.0516436576490709,"NUDT16L1","84309","nudix hydrolase 16 like 1"
"ENSG00000127337",87.0574374128154,-0.420171124797568,0.193145126711927,-2.17541665146046,0.0295989078041825,0.0517088484370546,"YEATS4","8089","YEATS domain containing 4"
"ENSG00000121753",399.280524886473,-0.204857748697121,0.0942476726514458,-2.17361068909088,0.0297343849824899,0.0519391979334821,"ADGRB2","576","adhesion G protein-coupled receptor B2"
"ENSG00000264230",36.7617124967096,-0.647559667795301,0.298044446452626,-2.17269496379705,0.0298032830821158,0.0520532070004413,"ANXA8L1","728113","annexin A8 like 1"
"ENSG00000130669",666.238792734183,-0.166037069602018,0.0764372685457585,-2.17220045615081,0.0298405463017916,0.0521119428292734,"PAK4","10298","p21 (RAC1) activated kinase 4"
"ENSG00000131389",1090.20022176996,-0.136603421764237,0.0628929050846209,-2.17200050753642,0.0298556246347117,0.0521319265659808,"SLC6A6","6533","solute carrier family 6 member 6"
"ENSG00000173085",104.97726078549,-0.399302675590634,0.18388352123405,-2.1714978749096,0.0298935576159397,0.0521918078609924,"COQ2","27235","coenzyme Q2, polyprenyltransferase"
"ENSG00000036549",851.050413698426,0.156986530547163,0.0723176886772206,2.17079020940297,0.0299470343687601,0.05227880948051,"ZZZ3","26009","zinc finger ZZ-type containing 3"
"ENSG00000114021",311.757624487968,-0.24644997349467,0.113569368206787,-2.17003913454844,0.0300038814075293,0.0523680342442724,"NIT2","56954","nitrilase family member 2"
"ENSG00000058091",816.758641648903,0.163052583799008,0.0751388007994557,2.17001844671694,0.0300054485311475,0.0523680342442724,"CDK14","5218","cyclin dependent kinase 14"
"ENSG00000205413",311.626627865049,0.22920360281844,0.105625498094153,2.16996470505759,0.0300095198435627,0.0523687666191935,"SAMD9","54809","sterile alpha motif domain containing 9"
"ENSG00000165752",148.938700306217,0.331348738250632,0.152805152778141,2.1684395599651,0.0301252585231647,0.0525643426792438,"STK32C","282974","serine/threonine kinase 32C"
"ENSG00000130429",1738.25536852954,-0.115782197066625,0.053408507492669,-2.1678605619623,0.03016929729323,0.0526347801073251,"ARPC1B","10095","actin related protein 2/3 complex subunit 1B"
"ENSG00000048405",340.798760623421,0.222116417314206,0.102537482140524,2.16619730343879,0.0302961131134076,0.0528434121281839,"ZNF800","168850","zinc finger protein 800"
"ENSG00000241978",54.2658064049269,-0.524348316641116,0.24205955410311,-2.16619549921901,0.0302962509251745,0.0528434121281839,NA,NA,NA
"ENSG00000127663",1069.11640108487,0.135714560516104,0.0626659432761786,2.16568288006116,0.0303354281503785,0.0529053113346197,"KDM4B","23030","lysine demethylase 4B"
"ENSG00000120832",39.0600768037247,-0.618923574243365,0.285876329356281,-2.16500462153344,0.0303873313513014,0.0529893870268742,"MTERF2","80298","mitochondrial transcription termination factor 2"
"ENSG00000130147",4805.44692662328,-0.0871043605036084,0.040234548516024,-2.16491457506769,0.0303942278196062,0.0529949691381121,"SH3BP4","23677","SH3 domain binding protein 4"
"ENSG00000091127",254.168572691157,-0.262037567611113,0.12104166851562,-2.16485422602463,0.0303988505776443,0.0529965859632867,"PUS7","54517","pseudouridine synthase 7"
"ENSG00000144935",166.374688385338,-0.30398683177818,0.140463202737195,-2.16417414564393,0.0304509867443288,0.0530810259998079,"TRPC1","7220","transient receptor potential cation channel subfamily C member 1"
"ENSG00000134186",761.644648013089,0.155265108339557,0.0717678789724727,2.16343454150443,0.0305077732776997,0.0531735508720821,"PRPF38B","55119","pre-mRNA processing factor 38B"
"ENSG00000185515",348.849469116635,-0.239555537838017,0.110769033657833,-2.16265800943977,0.0305674929855365,0.0532711650146529,"BRCC3","79184","BRCA1/BRCA2-containing complex subunit 3"
"ENSG00000196290",209.639240003896,-0.278805503187496,0.128935502491803,-2.16236411073219,0.0305901216353438,0.0532985745784817,"NIF3L1","60491","NGG1 interacting factor 3 like 1"
"ENSG00000151746",581.470783302569,0.175737189342183,0.0812711190026443,2.1623572001816,0.0305906538843514,0.0532985745784817,"BICD1","636","BICD cargo adaptor 1"
"ENSG00000101104",118.018006027679,0.36583696639544,0.169190031299465,2.16228440638983,0.0305962609285151,0.0533018680728663,"PABPC1L","80336","poly(A) binding protein cytoplasmic 1 like"
"ENSG00000146021",35.5716725565492,-0.656451895905638,0.303632692825901,-2.16199345925519,0.0306186803555352,0.0533344461288388,"KLHL3","26249","kelch like family member 3"
"ENSG00000163156",357.820253350218,0.235472829838172,0.108918520559586,2.16191726281621,0.0306245541326384,0.0533381990303823,"SCNM1","79005","sodium channel modifier 1"
"ENSG00000240682",177.520448110458,0.308760135359186,0.142842510426527,2.16154234784329,0.0306534694091541,0.0533820770852069,"ISY1","57461","ISY1 splicing factor homolog"
"ENSG00000162745",48.5037814443774,0.585874197414634,0.271144147854321,2.16074808197376,0.0307148045339628,0.0534823958015493,"OLFML2B","25903","olfactomedin like 2B"
"ENSG00000276293",2030.46745568777,0.111168584340894,0.0514926093827847,2.15892310903282,0.0308561327127656,0.0537219617863023,"PIP4K2B","8396","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"ENSG00000221887",2.71497754344894,-2.92190420003263,1.35392220105156,-2.15810346987682,0.0309197880471229,0.05382625399172,"HMSD","284293","histocompatibility minor serpin domain containing"
"ENSG00000147119",182.06743689297,-0.288418163567644,0.133653340707092,-2.15795701059,0.0309311743243231,0.0538395401122851,"CHST7","56548","carbohydrate sulfotransferase 7"
"ENSG00000172534",2150.59967575243,0.117761129751701,0.0545766692256597,2.15771924931496,0.0309496664145001,0.0538651900546536,"HCFC1","3054","host cell factor C1"
"ENSG00000197265",663.184150796142,0.161398759607573,0.0748089161919221,2.15748025534155,0.0309682639420824,0.053891017254387,"GTF2E2","2961","general transcription factor IIE subunit 2"
"ENSG00000197147",49.9625326511145,0.544674708049414,0.252499923932535,2.15712820648193,0.0309956764078664,0.0539321760938136,"LRRC8B","23507","leucine rich repeat containing 8 VRAC subunit B"
"ENSG00000064313",882.37753610353,0.146960309292782,0.068137261213868,2.15682736104561,0.0310191183944645,0.0539664171897385,"TAF2","6873","TATA-box binding protein associated factor 2"
"ENSG00000107672",144.961301887937,-0.344393601836616,0.159680518979428,-2.15676654884234,0.0310238587520646,0.0539681172202036,"NSMCE4A","54780","NSE4 homolog A, SMC5-SMC6 complex component"
"ENSG00000132406",201.682431922234,0.292810440080663,0.135871704549734,2.15505090666972,0.0311578508205422,0.05419463173043,"TMEM128","85013","transmembrane protein 128"
"ENSG00000106803",1371.71178621163,-0.128611900047054,0.0597046201192809,-2.15413647704493,0.0312294706723754,0.0543126168945593,"SEC61B","10952","SEC61 translocon subunit beta"
"ENSG00000087266",645.828682883607,0.171749108528719,0.0797323290730959,2.15407113432326,0.0312345938409219,0.0543149400112357,"SH3BP2","6452","SH3 domain binding protein 2"
"ENSG00000118454",602.688235681468,0.172535346359337,0.0800991774742151,2.15402144940725,0.0312384898484591,0.0543151288696353,"ANKRD13C","81573","ankyrin repeat domain 13C"
"ENSG00000143869",4.48961166968976,2.06775309504669,0.959996449548358,2.1539174400275,0.031246647020535,0.0543227257754264,"GDF7","151449","growth differentiation factor 7"
"ENSG00000162073",56.2122222691217,-0.507696836400742,0.235731796796985,-2.15370536897904,0.0312632848373182,0.054345062769937,"PAQR4","124222","progestin and adipoQ receptor family member 4"
"ENSG00000006606",7.14439038358089,1.70688424655153,0.792673319383271,2.15332622508293,0.0312930491266766,0.0543902093716725,"CCL26","10344","C-C motif chemokine ligand 26"
"ENSG00000147155",220.294483635836,-0.286811911710626,0.133208785931198,-2.1531005609402,0.031310776190422,0.0544144257570095,"EBP","10682","EBP cholestenol delta-isomerase"
"ENSG00000130270",50.2740568963361,-0.545998970767504,0.253746556952803,-2.15174927819439,0.0314171066735105,0.0545885889676776,"ATP8B3","148229","ATPase phospholipid transporting 8B3"
"ENSG00000128789",470.38964291259,0.189823170953397,0.0882188506449916,2.15173026587344,0.0314186049326554,0.0545885889676776,"PSMG2","56984","proteasome assembly chaperone 2"
"ENSG00000182134",18.9046117928437,-0.987361359413434,0.458990482118079,-2.15115867949399,0.0314636772230581,0.054660278020094,"TDRKH","11022","tudor and KH domain containing"
"ENSG00000120370",174.655561777502,-0.29264254004622,0.136049083393366,-2.15100706853045,0.0314756417678396,0.0546744402365054,"GORAB","92344","golgin, RAB6 interacting"
"ENSG00000198933",227.211514054279,0.263037894634035,0.122322540562213,2.15036323988263,0.0315264936944357,0.0547561397689115,"TBKBP1","9755","TBK1 binding protein 1"
"ENSG00000196605",61.1246194729161,0.490392442462286,0.228412602786384,2.14695877758072,0.0317965635421052,0.0552185175293449,"ZNF846","162993","zinc finger protein 846"
"ENSG00000198576",10.9622447074875,1.21108676710529,0.56411356055651,2.14688469093089,0.0318024626877443,0.0552220749975713,"ARC","23237","activity regulated cytoskeleton associated protein"
"ENSG00000249853",4.96170087062378,1.88279223533022,0.877035943878887,2.14676747112912,0.0318117982252816,0.0552315978630463,"HS3ST5","222537","heparan sulfate-glucosamine 3-sulfotransferase 5"
"ENSG00000185742",10.3141334185893,1.2311416628352,0.57373449781686,2.14583865449937,0.0318858534942993,0.0553534711247726,"C11orf87","399947","chromosome 11 open reading frame 87"
"ENSG00000198435",3.55963442898598,2.44127172810415,1.13808160980069,2.14507615893353,0.0319467582758114,0.0554524885540318,"NRARP","441478","NOTCH regulated ankyrin repeat protein"
"ENSG00000132793",34.7403999157423,-0.643690977396729,0.300176036907052,-2.14437829224871,0.0320025881649081,0.0555426741949591,"LPIN3","64900","lipin 3"
"ENSG00000174125",7.06685833050701,-1.48317987919724,0.691860576660089,-2.14375544615823,0.0320524869561161,0.055622545430501,"TLR1","7096","toll like receptor 1"
"ENSG00000168887",216.320399086859,0.274393298079641,0.128004362765113,2.14362457772748,0.0320629798440639,0.0556340222557436,"C2orf68","388969","chromosome 2 open reading frame 68"
"ENSG00000172613",76.003780040708,0.454152297845629,0.211880553254935,2.14343549169042,0.032078145756126,0.0556536037126305,"RAD9A","5883","RAD9 checkpoint clamp component A"
"ENSG00000129204",9.45296520917688,1.31920629922401,0.615712924262301,2.14256717252537,0.0321478694885881,0.0557678234348424,"USP6","9098","ubiquitin specific peptidase 6"
"ENSG00000135914",13.0630155570277,-1.06423613240496,0.497576483004961,-2.13883929155541,0.0324486860969895,0.0562799223132609,"HTR2B","3357","5-hydroxytryptamine receptor 2B"
"ENSG00000219626",33.9135043467765,-0.706663201236219,0.330399915367903,-2.13881168961361,0.0324509223630398,0.0562799223132609,"FAM228B","375190","family with sequence similarity 228 member B"
"ENSG00000144848",578.214534886045,-0.175641609814248,0.082165303447969,-2.13766154865444,0.0325442224193668,0.0564349085509238,"ATG3","64422","autophagy related 3"
"ENSG00000127184",1412.62908902494,-0.122502869151907,0.0573503273213065,-2.13604481218707,0.0326757613881706,0.0566561593601445,"COX7C","1350","cytochrome c oxidase subunit 7C"
"ENSG00000170264",34.7453230515295,-0.689751375472313,0.322933698682261,-2.13589160340609,0.0326882501618016,0.0566709617469048,"FAM161A","84140","FAM161 centrosomal protein A"
"ENSG00000213398",79.9654890075275,0.433265521494741,0.202855334813593,2.1358349874943,0.0326928662272707,0.056672113449207,"LCAT","3931","lecithin-cholesterol acyltransferase"
"ENSG00000264522",739.684408801703,0.162767146144487,0.076209482416333,2.13578600698649,0.0326968602056704,0.0566721866339762,"OTUD7B","56957","OTU deubiquitinase 7B"
"ENSG00000011376",687.880218198455,-0.158114417289067,0.0740752303656478,-2.13451131381688,0.032800948525162,0.0568457284349665,"LARS2","23395","leucyl-tRNA synthetase 2, mitochondrial"
"ENSG00000168263",1.21533943584025,-3.81917046044473,1.7898371823477,-2.13380887273511,0.0328584293031986,0.056938464794245,"KCNV2","169522","potassium voltage-gated channel modifier subfamily V member 2"
"ENSG00000116525",311.787552113151,-0.226660102831939,0.106257933348286,-2.13311228338128,0.0329155163805444,0.0570304966066675,"TRIM62","55223","tripartite motif containing 62"
"ENSG00000189420",5.82917584658644,-1.68504253497755,0.790387321453986,-2.13191999572788,0.0330134241055211,0.0571932248245081,"ZFP92","139735","ZFP92 zinc finger protein"
"ENSG00000156261",3510.61349322114,-0.0949233234357632,0.0445313655801461,-2.13160594109613,0.0330392549407557,0.0572310611312208,"CCT8","10694","chaperonin containing TCP1 subunit 8"
"ENSG00000175826",952.964386898117,-0.140424683099935,0.0658810150810729,-2.1314893665061,0.0330488475437019,0.0572407636019601,"CTDNEP1","23399","CTD nuclear envelope phosphatase 1"
"ENSG00000105298",343.425916136335,-0.218082895431169,0.102319867983312,-2.13138366701897,0.0330575473249131,0.0572489175445694,"CACTIN","58509","cactin, spliceosome C complex subunit"
"ENSG00000163479",4210.96560993555,0.0869207600643309,0.0407897453297857,2.13094637785981,0.0330935600073694,0.0573043641711767,"SSR2","6746","signal sequence receptor subunit 2"
"ENSG00000167081",269.731683515616,-0.239673007501653,0.112486858285295,-2.13067562873685,0.0331158742138797,0.0573360801764154,"PBX3","5090","PBX homeobox 3"
"ENSG00000166896",26.8707032012582,-0.742799979237853,0.348827482167265,-2.12941931817653,0.0332195835704275,0.0575086972457146,"ATP23","91419","ATP23 metallopeptidase and ATP synthase assembly factor homolog"
"ENSG00000172955",1.92046103919149,-3.38908362717554,1.5922106393601,-2.12853974430017,0.0332923583454197,0.0576277261353849,"ADH6","130","alcohol dehydrogenase 6 (class V)"
"ENSG00000072210",64.1739966326962,-0.485024957000291,0.22790602549044,-2.12817961243695,0.0333221945166543,0.0576724102779796,"ALDH3A2","224","aldehyde dehydrogenase 3 family member A2"
"ENSG00000142303",115.879671199887,0.395155838076877,0.185721884900756,2.12767514333615,0.0333640271950007,0.057737844093581,"ADAMTS10","81794","ADAM metallopeptidase with thrombospondin type 1 motif 10"
"ENSG00000141384",26.9596328043675,0.7292063299261,0.342807736419774,2.12715832361839,0.0334069306265818,0.057805114878838,"TAF4B","6875","TATA-box binding protein associated factor 4b"
"ENSG00000106823",3.28954353065417,-2.50655586379974,1.17853029397504,-2.12684890376931,0.0334326394836263,0.0578426206821914,"ECM2","1842","extracellular matrix protein 2"
"ENSG00000125375",102.117111371585,-0.384717816581637,0.180970879710772,-2.12585481817016,0.0335153499368047,0.0579787253852492,"DMAC2L","27109","distal membrane arm assembly component 2 like"
"ENSG00000110801",211.757905625316,0.280514999885346,0.131971794590874,2.12556782117703,0.0335392613549363,0.0580118576584601,"PSMD9","5715","proteasome 26S subunit, non-ATPase 9"
"ENSG00000166595",814.444904692766,0.155339831640259,0.073083011448566,2.12552587203639,0.0335427576081909,0.0580118576584601,"CIAO2B","51647","cytosolic iron-sulfur assembly component 2B"
"ENSG00000103174",252.281537241625,0.250131694741539,0.117682488177137,2.12547931825709,0.0335466380002517,0.0580118576584601,"NAGPA","51172","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase"
"ENSG00000102547",512.68247094922,0.181563793071593,0.0854284290864292,2.12533222269488,0.0335589013640486,0.0580260675743696,"CAB39L","81617","calcium binding protein 39 like"
"ENSG00000166004",170.967888415775,-0.317551569162951,0.149449611751831,-2.12480691947371,0.0336027272219749,0.0580948416022113,"CEP295","85459","centrosomal protein 295"
"ENSG00000178734",3.0428183059429,-2.52049035474923,1.18772693627504,-2.1221126487659,0.0338282794673035,0.0584777429894648,"LMO7DN","729420","LMO7 downstream neighbor"
"ENSG00000121390",593.034283090823,0.168967453768857,0.0796254112690058,2.1220292752777,0.0338352797213167,0.0584827945623,"PSPC1","55269","paraspeckle component 1"
"ENSG00000039523",1199.10999360107,-0.132358003897961,0.0623915142490797,-2.12141034707959,0.0338872852739368,0.0585656252245755,"RIPOR1","79567","RHO family interacting cell polarization regulator 1"
"ENSG00000119878",218.927170808571,0.276709581499343,0.130536492503408,2.11978716596908,0.0340239981100793,0.0587948134590489,"CRIPT","9419","CXXC repeat containing interactor of PDZ3 domain"
"ENSG00000258102",16.0728814826425,0.971358851870032,0.458263992855133,2.11964908222038,0.0340356499786913,0.0588078622101701,"MAP1LC3B2","643246","microtubule associated protein 1 light chain 3 beta 2"
"ENSG00000150995",128.715346042887,-0.335719309990505,0.158431945226622,-2.11901273767919,0.034089390489129,0.0588936211305383,"ITPR1","3708","inositol 1,4,5-trisphosphate receptor type 1"
"ENSG00000145022",543.831994106562,-0.182673224186328,0.0862170931433355,-2.11875879279107,0.0341108568582014,0.0589196479318901,"TCTA","6988","T cell leukemia translocation altered"
"ENSG00000266524",9.77069156165886,1.24640412533686,0.588276854177067,2.11873731982953,0.0341126725317958,0.0589196479318901,"GDF10","2662","growth differentiation factor 10"
"ENSG00000079102",84.9238832482855,-0.416900186283913,0.196847981385099,-2.11787890000417,0.0341853250038922,0.0590380233478828,"RUNX1T1","862","RUNX1 partner transcriptional co-repressor 1"
"ENSG00000087299",66.3916792256515,-0.471285956145061,0.222540778189292,-2.11775100266877,0.0341961609227998,0.059049625983609,"L2HGDH","79944","L-2-hydroxyglutarate dehydrogenase"
"ENSG00000112130",372.60218512563,0.219481921366187,0.103705987275187,2.11638621002456,0.0343119739391666,0.0592376180252152,"RNF8","9025","ring finger protein 8"
"ENSG00000129159",10.7787111777293,1.16960831770193,0.552648127820581,2.11637072274973,0.0343132900729003,0.0592376180252152,"KCNC1","3746","potassium voltage-gated channel subfamily C member 1"
"ENSG00000135898",1.88307467841552,-3.36674172516884,1.59113152573132,-2.11594181293178,0.0343497566695502,0.0592934352910471,"GPR55","9290","G protein-coupled receptor 55"
"ENSG00000056998",176.367771727941,-0.302615362256649,0.143054881973253,-2.11537948291222,0.0343976170296049,0.0593689042991412,"GYG2","8908","glycogenin 2"
"ENSG00000138600",986.616713362535,-0.140324756309344,0.0663670378895424,-2.11437425522731,0.0344833147353857,0.0595096530228841,"SPPL2A","84888","signal peptide peptidase like 2A"
"ENSG00000008277",9.6689321657288,1.33061494792695,0.629424408626043,2.11401866481716,0.0345136731844095,0.0595548775282899,"ADAM22","53616","ADAM metallopeptidase domain 22"
"ENSG00000068024",164.142471758283,-0.306806679392261,0.145180130657725,-2.11328284388712,0.0345765662402387,0.059656224308381,"HDAC4","9759","histone deacetylase 4"
"ENSG00000131013",493.524731559966,-0.183994771443004,0.0870871531312406,-2.11276594569263,0.0346208057633991,0.0597253669497061,"PPIL4","85313","peptidylprolyl isomerase like 4"
"ENSG00000170745",64.5538500111896,-0.48283133156473,0.228545264599621,-2.11262890268404,0.0346325429043581,0.0597382550101385,"KCNS3","3790","potassium voltage-gated channel modifier subfamily S member 3"
"ENSG00000083444",10160.1427997413,0.0864417521185122,0.0409175949375647,2.11258145182804,0.0346366076570185,0.0597382550101385,"PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"ENSG00000084628",2.9036877283983,2.85681205294237,1.35232361784457,2.11252100846672,0.0346417859685709,0.0597400015121784,"NKAIN1","79570","sodium/potassium transporting ATPase interacting 1"
"ENSG00000177494",3.67453116289406,-2.22996305361902,1.05592026775992,-2.11186689156915,0.0346978678698849,0.0598295206350872,"ZBED2","79413","zinc finger BED-type containing 2"
"ENSG00000115041",51.7843818705463,-0.541642905315235,0.25648434813936,-2.1117971106016,0.03470385524287,0.0598326506417407,"KCNIP3","30818","potassium voltage-gated channel interacting protein 3"
"ENSG00000164169",146.579626645956,-0.310798863868963,0.147244943972213,-2.11076085524277,0.0347928723181126,0.0599789135610112,"PRMT9","90826","protein arginine methyltransferase 9"
"ENSG00000104064",479.274367556133,0.187068286424788,0.0886573246060243,2.1100150185682,0.0348570622739052,0.0600823473641916,"GABPB1","2553","GA binding protein transcription factor subunit beta 1"
"ENSG00000152669",3.25922429230413,2.45217504089054,1.16233353416769,2.10969998611153,0.0348842057029269,0.0601219077016795,"CCNO","10309","cyclin O"
"ENSG00000204366",97.461771197813,-0.38687161818085,0.18354812569045,-2.10773941017137,0.0350535363631665,0.0604064846171799,"ZBTB12","221527","zinc finger and BTB domain containing 12"
"ENSG00000161642",152.172751290606,0.311745932969329,0.147946911040589,2.10714729207021,0.035104814068751,0.0604875812279176,"ZNF385A","25946","zinc finger protein 385A"
"ENSG00000156113",2201.95109340311,-0.126946477304971,0.060250852944192,-2.10696564615536,0.0351205575192804,0.0605074381768381,"KCNMA1","3778","potassium calcium-activated channel subfamily M alpha 1"
"ENSG00000113211",17.3232534581413,0.927942844213482,0.440508343052606,2.10652728568791,0.0351585755255238,0.0605656614548392,"PCDHB6","56130","protocadherin beta 6"
"ENSG00000095015",189.740836355536,-0.281979787228533,0.13387726861041,-2.10625590255437,0.0351821295685311,0.0605989574996763,"MAP3K1","4214","mitogen-activated protein kinase kinase kinase 1"
"ENSG00000180532",1.27852418643607,3.70428914624197,1.75967217145548,2.10510185154434,0.0352824431124741,0.0607644429777821,"ZSCAN4","201516","zinc finger and SCAN domain containing 4"
"ENSG00000167257",271.70350812068,0.246683258131608,0.11720260092959,2.10475924744881,0.0353122702279509,0.0608085095267824,"RNF214","257160","ring finger protein 214"
"ENSG00000136463",253.344595581742,-0.252444807986327,0.119970819036549,-2.10421842589422,0.0353593979514926,0.060882353946735,"TACO1","51204","translational activator of cytochrome c oxidase I"
"ENSG00000218891",402.38237738418,0.199631158889926,0.0948779346197801,2.10408415497176,0.0353711067654945,0.0608952031361292,"ZNF579","163033","zinc finger protein 579"
"ENSG00000174672",21.3308147573201,0.830007457612065,0.394670065285819,2.10304132645828,0.0354621571223373,0.0610446279307934,"BRSK2","9024","BR serine/threonine kinase 2"
"ENSG00000114999",1275.93341949386,-0.126766839068603,0.0602795239971742,-2.10298341232,0.0354672195172501,0.0610460147739899,"TTL","150465","tubulin tyrosine ligase"
"ENSG00000196172",24.0850804414786,0.764044243841188,0.363336708399002,2.10285453184143,0.035478487440068,0.0610580809285989,"ZNF681","148213","zinc finger protein 681"
"ENSG00000070087",3746.99375074386,-0.103758024464419,0.049352297214998,-2.10239503163162,0.0355186860569642,0.0611199276149416,"PFN2","5217","profilin 2"
"ENSG00000154743",75.9327178339068,-0.428698064595139,0.203922636280506,-2.10225834862905,0.0355306510398248,0.0611331813511851,"TSEN2","80746","tRNA splicing endonuclease subunit 2"
"ENSG00000166153",6.67612805152166,-1.53037478925745,0.728132920510929,-2.10177942261365,0.0355726024946119,0.0611980197187176,"DEPDC4","120863","DEP domain containing 4"
"ENSG00000160785",586.571438027615,-0.171943833292646,0.0818183615819558,-2.10153112294254,0.0355943688964597,0.0612281209480782,"SLC25A44","9673","solute carrier family 25 member 44"
"ENSG00000162241",48.3702750098025,0.540503634712793,0.257223096973837,2.10130288092974,0.0356143870286512,0.0612523362411047,"SLC25A45","283130","solute carrier family 25 member 45"
"ENSG00000102030",431.273754198332,-0.192056097232917,0.0913998687548116,-2.10127322773433,0.0356169884885693,0.0612523362411047,"NAA10","8260","N-alpha-acetyltransferase 10, NatA catalytic subunit"
"ENSG00000172183",16.7045295141298,0.950783079572657,0.452729903540531,2.10011106431704,0.0357190722488224,0.0614205293909307,"ISG20","3669","interferon stimulated exonuclease gene 20"
"ENSG00000214941",101.970997904586,0.38918119560111,0.185329584440567,2.09994101468412,0.035734030219613,0.0614388835127047,"ZSWIM7","125150","zinc finger SWIM-type containing 7"
"ENSG00000131475",642.065088377392,-0.161655661773978,0.0769882421610502,-2.09974480825025,0.0357512956432068,0.0614612000502551,"VPS25","84313","vacuolar protein sorting 25 homolog"
"ENSG00000196937",1254.04090759853,0.126503389327539,0.0602526070926544,2.09955046647204,0.0357684039975889,0.0614799542552568,"FAM3C","10447","FAM3 metabolism regulating signaling molecule C"
"ENSG00000112983",688.934956071772,-0.153961433107818,0.0733316075556149,-2.09952349661847,0.0357707787675799,0.0614799542552568,"BRD8","10902","bromodomain containing 8"
"ENSG00000167612",2.02977372952283,3.27295885352382,1.55910171161184,2.09925935501678,0.0357940442729464,0.061512569073496,"ANKRD33","341405","ankyrin repeat domain 33"
"ENSG00000143382",190.553456876324,0.293085472670018,0.13964893639701,2.09873043240946,0.0358406703988778,0.0615853168212685,"ADAMTSL4","54507","ADAMTS like 4"
"ENSG00000160803",851.453546403756,0.142524588689281,0.067924371833141,2.0982835003524,0.0358801091757599,0.0616456985371478,"UBQLN4","56893","ubiquilin 4"
"ENSG00000166478",300.203517020446,0.225197691301016,0.10734655409224,2.09785673331917,0.0359178030592751,0.0617030682406642,"ZNF143","7702","zinc finger protein 143"
"ENSG00000145439",148.272230907879,-0.321197528778084,0.153144119426601,-2.09735463549436,0.035962193708769,0.0617719271742073,"CBR4","84869","carbonyl reductase 4"
"ENSG00000082213",396.016562801678,0.20402490566744,0.0973618066990318,2.09553327515921,0.036123613670287,0.0620417657060582,"C5orf22","55322","chromosome 5 open reading frame 22"
"ENSG00000175787",14.4956606061063,-1.01267761439691,0.483406817483757,-2.09487656725266,0.0361819664041393,0.0621312649269746,"ZNF169","169841","zinc finger protein 169"
"ENSG00000188785",104.18949033009,-0.3765657496048,0.179757916630444,-2.09484932103972,0.036184389140931,0.0621312649269746,"ZNF548","147694","zinc finger protein 548"
"ENSG00000184357",1.18967429517707,-3.79819061117856,1.81344854290124,-2.0944573398824,0.0362192594649274,0.0621836944794115,"H1-5","3009","H1.5 linker histone, cluster member"
"ENSG00000196456",95.4578911535699,-0.389220993972845,0.185913813496231,-2.09355607662115,0.0362995437675421,0.0623140719619729,"ZNF775","285971","zinc finger protein 775"
"ENSG00000164344",1.30089788185071,3.72432222268869,1.77902360160388,2.09346420099825,0.0363077365373562,0.0623206762037373,"KLKB1","3818","kallikrein B1"
